8.3333	247
9.1667	240
10	225
10.833	209.5
11.667	202
12.5	189
13.333	177.5
14.167	164.5
15	152
15.833	135
16.667	125
17.5	118.5
18.333	115
19.167	109
20	104.5
20.833	101
21.667	98
22.5	93.5
23.333	91
24.167	90
25	88.5
25.833	87
26.667	85.5
27.5	84.5
28.333	83.5
29.167	82.5
30	81.5
30.833	81
31.667	79
32.5	78
33.333	77
34.167	76.5
35	76.5
35.833	76
36.667	75.5
37.5	75
38.333	73.5
39.167	73.5
40	73
